,enterprise_id,years,roe_%,roe_%_adjusted_to_book_value,roa_%,return-on-tangible-equity,return-on-tangible-asset,roc_(joel_greenblatt)_%,roce_%,5-year_rore_%,1-year_roiic_%,roic_%,wacc_%,effective_interest_rate_on_debt_%,gross_margin_%,operating_margin_%,net_margin_%,ebitda_margin_%,fcf_margin_%,debt-to-equity,equity-to-asset,debt-to-asset,liabilities-to-assets,gross-profit-to-asset_%,degree_of_financial_leverage,asset_turnover,dividend_payout_ratio,days_sales_outstanding,days_payable,days_inventory,cash_conversion_cycle,receivables_turnover,inventory_turnover,cogs-to-revenue,inventory-to-revenue,capex-to-revenue,capex-to-operating-income,capex-to-operating-cash-flow,net_interest_margin_(bank_only)_%
441,18,2018,5.62,0.82,0.994,14.851,1.117,17.02,9.36,-153.77,23.43,1.41,8.67,1.48,29.818,9.81,1.659,16.475,7.413,2.546,0.178,0.453,0.821,17.876,-1.73,0.6,0.451,123.22,63.5,106.57,166.29,2.96,3.42,0.7,0.205,0.051,0.524,0.409,
442,18,2019,44.325,8.51,7.908,108.691,8.842,30.53,16.4,68.5,508.07,11.48,8.34,1.13,31.072,15.155,11.233,20.087,6.656,2.604,0.179,0.466,0.821,21.873,9.08,0.704,0.292,112.21,65.5,104.25,150.96,3.25,3.5,0.69,0.197,0.053,0.352,0.445,
443,18,2020,42.568,7.64,7.764,95.562,8.637,29.29,16.12,65.73,-3.67,11.15,7.75,1.13,30.513,15.409,11.325,20.093,7.887,2.581,0.186,0.48,0.814,20.917,56.34,0.686,0.332,119.93,63.5,111.28,167.71,3.04,3.28,0.69,0.212,0.05,0.322,0.386,
444,18,2021,20.041,3.1,3.825,41.478,4.243,15.95,8.63,55.02,416.2,5.88,4.87,1.37,28.928,10.906,7.181,16.626,10.089,2.424,0.196,0.474,0.804,15.407,1.08,0.533,0.628,151.62,74.33,139.43,216.72,2.41,2.62,0.71,0.271,0.051,0.465,0.334,
445,18,2022,40.792,6.07,8.055,86.233,8.991,31.92,16.47,50.55,155.94,9.31,4.98,1.3,29.434,13.494,12.731,21.667,9.272,2.292,0.199,0.456,0.801,18.624,1.26,0.633,0.396,122.29,72.47,129.08,178.9,2.98,2.83,0.71,0.25,0.048,0.359,0.343,
446,18,2023,41.449,5.32,8.14,85.479,9.057,34.37,17.79,7.89,295.25,11.43,7.81,1.18,29.468,14.857,11.283,19.207,8.695,2.331,0.194,0.451,0.806,21.261,1.18,0.721,0.334,108.23,73.34,131.96,166.85,3.37,2.77,0.71,0.255,0.044,0.294,0.335,
447,19,1994,0.0,,-1.887,0.0,-2.584,125.47,33.41,31.59,224.36,32.24,1.62,0.0,0.0,100.0,-6.326,124.831,13.633,-5.086,-0.176,0.895,1.176,29.832,0.27,0.298,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.115,0.115,0.458,
448,19,1995,0.0,,-1.486,0.0,-3.394,110.34,26.31,-8.46,-0.03,25.13,10.07,0.0,0.0,100.0,-6.326,124.467,7.206,-6.87,-0.107,0.738,1.015,23.487,-12396.2,0.235,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.196,0.196,0.731,
449,19,1996,0.0,,-0.537,0.0,-1.279,22.73,4.53,-9.87,-5.56,-40.0,6.4,0.0,49.324,9.807,-1.305,30.295,-3.042,-9.064,-0.081,0.734,1.0,20.298,-2.16,0.412,,0.0,146.38,52.13,-94.25,0.0,7.0,0.51,0.072,0.185,1.889,1.196,
450,19,1997,0.0,0.0,-0.494,0.0,-1.147,22.28,4.86,-17.53,94.73,-0.3,6.49,0.0,43.914,12.898,-1.481,28.984,1.808,13.293,0.046,0.607,0.883,14.641,0.58,0.333,,0.0,180.91,45.2,-135.71,0.0,8.07,0.56,0.069,0.16,1.243,0.899,
451,19,1998,-21.719,-3.14,-2.039,0.0,-2.902,18.58,4.53,-53.65,438.25,7.16,7.74,0.0,44.618,10.444,-5.343,28.943,-2.469,3.32,0.145,0.483,0.764,17.026,-3.7,0.382,,0.0,157.82,41.92,-115.9,0.0,8.71,0.55,0.064,0.216,2.069,1.129,
452,19,1999,35.596,5.55,7.467,35.596,7.467,17.88,5.15,796.43,-0.34,3.13,9.01,0.0,41.945,10.281,17.939,27.62,-4.97,1.462,0.259,0.379,0.684,17.46,-19.98,0.416,0.16,0.0,156.38,37.92,-118.46,0.0,9.63,0.58,0.06,0.249,2.421,1.249,
453,19,2000,15.056,4.12,4.912,51.033,6.378,18.58,3.81,81.51,-1.49,2.03,9.17,0.0,42.978,10.171,16.322,28.795,-6.12,0.892,0.361,0.322,0.606,12.932,0.6,0.301,0.009,37.64,215.03,39.25,-138.14,9.7,9.3,0.57,0.061,0.253,2.483,1.32,
454,19,2001,16.551,6.02,6.275,,12.485,-3.61,-0.58,56.03,-4.03,-0.35,8.36,0.0,45.278,-1.959,24.597,30.057,-5.08,0.767,0.394,0.302,0.586,11.551,-0.51,0.255,0.0,34.76,146.07,36.34,-74.97,10.5,10.04,0.55,0.054,0.199,0.0,1.342,
455,19,2002,4.265,1.82,1.646,,4.441,-11.92,-2.22,22.07,-16.17,-0.73,5.83,0.0,43.974,-7.722,6.295,27.92,-9.903,0.843,0.378,0.319,0.599,11.496,-0.19,0.261,0.0,35.07,50.88,30.09,14.28,10.41,12.13,0.56,0.046,0.226,0.0,1.779,
456,19,2003,-0.739,-0.54,-0.258,0.0,-0.688,7.25,1.39,-26.48,1.99,0.95,6.5,0.0,62.824,11.368,-2.407,35.004,7.023,0.911,0.339,0.309,0.651,6.724,0.47,0.107,,41.2,120.82,55.14,-24.48,8.86,6.62,0.37,0.056,0.229,2.011,0.765,
457,19,2004,8.101,4.58,2.915,,7.871,10.6,1.98,3.26,4.11,1.55,6.15,0.0,61.625,10.65,17.659,34.838,-7.123,0.648,0.382,0.247,0.616,10.173,-13.72,0.165,0.0,17.6,94.63,0.0,-77.03,20.74,,0.38,0.0,0.227,2.129,1.458,
458,19,2005,2.335,1.63,0.907,,2.581,15.22,2.89,-35.5,-407.82,1.42,7.07,0.0,63.394,14.718,5.047,38.77,12.601,0.57,0.396,0.225,0.6,11.396,-2.06,0.18,0.0,17.72,114.02,0.0,-96.3,20.6,,0.37,0.0,0.19,1.294,0.602,
459,19,2006,2.273,2.01,0.892,,2.517,19.34,3.65,-13.74,-9.63,1.64,4.48,0.0,64.351,16.707,4.403,39.502,5.76,0.581,0.389,0.226,0.605,13.034,-1.64,0.203,0.0,17.03,103.97,0.0,-86.94,21.43,,0.36,0.0,0.172,1.028,0.749,
460,19,2007,6.225,3.5,2.369,,6.864,23.72,4.62,42.25,24.7,2.7,6.78,0.0,63.911,18.501,10.146,38.376,7.678,0.704,0.373,0.262,0.625,14.926,12.41,0.234,0.0,17.97,103.32,0.0,-85.35,20.31,,0.36,0.0,0.188,1.018,0.71,
461,19,2008,6.271,5.6,2.312,,7.214,24.86,5.35,-4.27,6.91,2.93,5.39,0.0,63.829,18.055,8.374,38.149,7.212,0.758,0.364,0.276,0.633,17.621,0.18,0.276,0.0,18.28,101.22,0.0,-82.94,19.96,,0.36,0.0,0.212,1.177,0.747,
462,19,2009,6.228,5.19,2.25,,7.275,27.03,6.2,19.24,-44.28,3.72,5.48,7.65,60.378,19.557,7.399,37.466,11.487,0.802,0.358,0.287,0.641,18.358,0.11,0.304,0.277,17.34,89.28,0.0,-71.94,21.05,,0.4,0.0,0.182,0.932,0.614,
463,19,2010,8.748,9.02,3.223,,10.643,30.87,7.11,32.09,-94.96,4.61,7.33,7.63,59.783,20.176,10.175,39.026,12.982,0.681,0.379,0.258,0.619,18.938,4.63,0.317,0.251,17.03,0.0,0.0,17.03,21.43,,0.4,0.0,0.158,0.782,0.548,
464,19,2011,8.349,6.96,3.144,,9.723,34.87,7.66,11.93,-43.43,4.32,7.56,7.13,77.497,21.035,9.582,39.705,14.978,0.708,0.374,0.265,0.624,25.425,0.22,0.328,0.308,17.15,0.0,0.0,17.15,21.28,,0.23,0.0,0.145,0.689,0.492,
465,19,2012,9.08,7.57,3.011,,9.379,41.95,8.41,15.56,4.88,5.13,7.05,7.08,70.28,19.199,7.45,45.011,14.477,0.832,0.3,0.249,0.597,28.403,0.57,0.404,0.31,21.27,125.47,0.0,-104.2,17.16,,0.3,0.0,0.112,0.584,0.436,
466,19,2013,12.839,7.13,3.843,,11.94,51.58,9.65,27.79,-47.03,5.51,8.35,6.32,68.149,19.465,9.914,35.046,13.133,0.82,0.299,0.245,0.595,26.42,1.62,0.388,0.292,29.67,109.08,0.0,-79.41,12.3,,0.32,0.0,0.106,0.545,0.447,
467,19,2014,13.625,5.61,4.21,,12.89,47.97,9.5,20.45,64.85,5.86,8.67,5.83,69.578,20.977,10.542,33.345,10.138,0.944,0.319,0.301,0.672,27.788,-3.78,0.399,0.322,33.58,108.87,0.0,-75.29,10.87,,0.3,0.0,0.118,0.561,0.537,
468,19,2015,16.208,6.31,5.271,,16.789,49.62,10.71,24.84,85.18,6.86,6.19,5.46,69.594,21.671,12.185,33.589,12.218,0.912,0.331,0.302,0.66,30.103,2.46,0.433,0.288,33.69,97.45,0.0,-63.76,10.83,,0.3,0.0,0.124,0.573,0.504,
469,19,2016,15.552,5.91,5.012,,16.122,49.75,11.08,19.19,-2.78,6.49,7.37,5.37,69.736,21.471,10.956,33.222,12.906,1.007,0.314,0.316,0.669,31.901,0.19,0.457,0.31,32.37,95.93,0.0,-63.56,11.27,,0.3,0.0,0.132,0.617,0.506,
470,19,2017,16.341,5.01,5.001,,15.483,49.4,11.24,11.71,4.64,6.43,7.31,5.18,69.842,20.847,10.749,33.063,11.152,1.132,0.299,0.338,0.681,32.493,1.09,0.465,0.309,33.57,98.42,0.0,-64.85,10.87,,0.3,0.0,0.132,0.635,0.543,
471,19,2018,37.1,13.69,12.357,,35.88,49.35,11.37,41.09,231.19,15.43,8.63,4.91,70.181,21.19,26.738,33.599,11.885,0.941,0.366,0.344,0.622,32.435,25.43,0.462,0.133,36.03,99.5,0.0,-63.47,10.13,,0.3,0.0,0.131,0.619,0.525,
472,19,2019,16.731,7.78,5.343,,16.062,45.31,9.64,9.82,-21.17,7.14,6.85,4.02,68.582,20.114,12.413,31.533,13.32,1.56,0.285,0.444,0.707,29.519,-25.21,0.43,0.297,38.5,94.67,0.0,-56.17,9.48,,0.31,0.0,0.124,0.616,0.482,
473,19,2020,16.92,6.82,5.07,,15.34,46.49,9.43,11.85,19.62,6.88,5.89,4.27,68.387,19.391,11.985,31.683,12.18,1.236,0.314,0.388,0.676,28.927,0.83,0.423,0.309,37.52,102.38,0.0,-64.86,9.73,,0.32,0.0,0.114,0.588,0.484,
474,19,2021,12.175,4.58,3.921,,11.365,37.19,7.8,5.06,-41.4,5.34,5.9,4.45,68.019,16.891,10.172,30.66,12.652,1.149,0.33,0.379,0.66,26.222,1.44,0.386,0.435,40.1,122.27,0.0,-82.17,9.1,,0.32,0.0,0.112,0.665,0.47,
475,19,2022,15.191,6.41,5.151,,14.518,44.08,9.51,-15.43,62.36,5.92,5.93,4.31,66.963,17.886,12.166,31.944,14.683,0.987,0.348,0.344,0.645,28.352,1.3,0.423,0.335,36.81,113.06,0.0,-76.25,9.92,,0.33,0.0,0.104,0.579,0.414,
476,19,2023,6.067,3.33,2.014,,5.438,24.07,5.54,-18.34,-29.37,4.84,7.0,4.11,68.53,18.632,4.422,22.236,10.415,1.171,0.315,0.369,0.681,31.214,1.39,0.455,0.386,37.09,119.39,0.0,-82.3,9.84,,0.31,0.0,0.113,0.609,0.521,
477,20,1994,9.023,4.18,2.16,9.023,2.16,10.31,9.66,0.78,14.81,4.05,7.23,0.0,20.478,6.76,1.937,13.464,0.733,1.2,0.244,0.292,0.756,22.833,-6.91,1.115,2.074,40.68,48.26,21.99,14.41,8.97,16.6,0.8,0.048,0.097,1.434,0.93,
478,20,1995,17.16,7.76,4.308,17.16,4.308,13.92,12.65,-62.93,40.51,7.15,10.56,0.0,21.485,9.008,3.914,15.428,0.396,1.058,0.258,0.273,0.742,23.648,3.26,1.101,0.707,42.21,51.12,20.02,11.11,8.65,18.23,0.79,0.043,0.093,1.036,0.959,
479,20,1996,15.274,7.14,4.006,15.274,4.006,16.46,14.99,148.5,-5.28,6.46,8.04,0.0,22.173,10.066,3.469,16.508,1.035,0.977,0.266,0.26,0.734,25.609,-0.15,1.155,0.695,40.28,49.69,17.9,8.49,9.06,20.39,0.78,0.038,0.108,1.07,0.912,
480,20,1997,35.032,16.76,10.209,35.032,10.209,21.02,19.06,97.69,32.43,10.97,9.33,0.0,22.642,11.799,8.243,17.752,3.423,0.736,0.314,0.231,0.686,28.042,4.75,1.239,0.578,40.52,49.06,14.58,6.04,9.01,25.03,0.77,0.031,0.098,0.828,0.741,
481,20,1998,21.158,10.42,6.998,21.158,6.998,22.48,20.13,38.46,16.03,9.94,7.32,0.0,25.383,14.244,6.218,19.398,1.31,0.625,0.347,0.217,0.653,28.568,-1.49,1.126,0.392,43.84,52.95,15.41,6.3,8.33,23.68,0.75,0.032,0.132,0.93,0.91,
482,20,1999,5.247,2.7,1.688,5.247,1.688,9.87,8.89,-13.88,-86.58,4.98,5.61,0.0,24.204,8.822,2.001,16.412,-3.563,1.013,0.297,0.301,0.703,20.423,1.43,0.844,0.657,46.21,58.67,21.14,8.68,7.9,17.27,0.76,0.044,0.173,1.964,1.259,
483,20,2000,13.891,6.95,4.141,13.891,4.141,14.64,13.07,8.74,71.96,6.73,5.93,0.0,24.668,11.688,4.397,18.2,1.812,0.946,0.299,0.283,0.701,23.231,3.03,0.942,0.574,40.71,52.61,18.45,6.55,8.97,19.78,0.75,0.038,0.122,1.044,0.871,
484,20,2001,34.993,19.23,10.429,34.993,10.429,46.97,41.15,18.94,40.09,19.6,5.73,0.0,38.196,27.109,8.261,32.295,8.86,1.13,0.297,0.336,0.703,48.216,0.73,1.262,0.194,29.04,46.93,11.42,-6.47,12.57,31.95,0.62,0.019,0.089,0.33,0.502,
485,20,2002,16.258,13.33,5.961,19.212,6.318,19.1,15.51,15.24,-7.98,7.4,6.91,0.0,34.674,14.686,6.636,20.056,2.169,0.603,0.407,0.246,0.593,31.149,0.72,0.898,0.262,21.93,49.61,31.35,3.67,16.64,11.64,0.65,0.056,0.12,0.82,0.847,
486,20,2003,-1.345,-1.58,-0.527,-2.346,-0.632,27.61,19.52,-16.53,1.8,6.09,6.11,0.0,25.664,16.108,-0.516,19.994,1.032,0.67,0.384,0.257,0.607,26.202,-0.68,1.021,1.001,17.9,36.4,27.03,8.53,20.4,13.51,0.74,0.055,0.077,0.476,0.881,
487,20,2004,14.824,14.97,5.945,29.455,7.424,51.38,35.09,31.44,261.2,18.17,5.38,0.0,28.428,22.112,4.505,25.428,3.032,0.517,0.417,0.216,0.573,37.512,-8.0,1.32,0.242,16.3,30.44,18.93,4.79,22.4,19.28,0.72,0.037,0.059,0.265,0.659,
488,20,2005,21.09,19.53,9.274,36.263,11.364,27.27,18.4,18.69,-66.54,9.89,5.98,0.0,17.236,11.292,6.847,14.491,2.075,0.351,0.46,0.162,0.528,23.343,-2.67,1.354,0.151,21.2,29.21,14.16,6.15,17.21,25.78,0.83,0.032,0.08,0.708,0.794,
489,20,2006,28.347,24.44,13.539,42.998,16.17,46.15,29.91,39.75,38.02,16.59,5.39,0.0,27.201,13.285,7.378,15.605,3.277,0.237,0.493,0.117,0.496,49.912,2.32,1.835,0.122,20.63,29.25,10.1,1.48,17.69,36.13,0.73,0.02,0.063,0.477,0.659,
490,20,2007,22.973,21.08,11.443,35.954,13.952,42.64,27.17,42.8,0.21,14.21,6.41,0.0,31.408,16.141,8.248,20.005,3.14,0.328,0.502,0.165,0.491,43.573,0.11,1.387,0.142,25.21,37.97,12.53,-0.23,14.48,29.13,0.69,0.024,0.083,0.513,0.725,
491,20,2008,13.857,11.74,6.943,21.827,8.498,33.64,20.59,12.62,-40.7,10.15,7.18,0.0,31.046,15.313,6.114,19.579,6.56,0.244,0.501,0.122,0.493,35.256,3.47,1.136,0.155,28.58,44.22,12.76,-2.88,12.77,28.61,0.69,0.024,0.061,0.396,0.48,
492,20,2009,-22.684,-21.4,-10.198,-29.918,-11.442,-1.74,-1.11,-116.18,-7.09,110.89,7.34,5.51,21.321,11.271,-6.788,3.116,1.478,0.498,0.386,0.192,0.606,32.031,2.36,1.502,0.506,21.48,30.68,8.97,-0.23,16.99,40.67,0.79,0.019,0.079,0.704,0.843,
493,20,2010,7.533,7.85,2.993,8.166,3.088,13.16,9.05,-63.31,-101.63,3.19,7.5,6.1,18.263,5.848,2.956,13.786,1.083,0.462,0.408,0.188,0.588,18.491,0.17,1.012,0.62,30.81,44.07,15.0,1.74,11.85,24.33,0.82,0.034,0.073,1.244,0.87,
494,20,2011,17.396,15.67,7.365,18.667,7.583,22.85,15.12,-26.36,-41.21,5.56,8.61,6.03,30.472,22.072,20.205,48.839,16.917,0.344,0.439,0.151,0.558,11.107,2.16,0.364,0.479,87.66,158.21,47.33,-23.22,4.16,7.71,0.7,0.09,0.134,0.607,0.442,
495,20,2012,18.589,17.05,8.035,19.852,8.262,20.12,13.2,30.76,-49.76,5.72,7.25,5.95,32.94,23.746,19.372,36.761,13.135,0.347,0.426,0.148,0.571,13.663,-2.09,0.415,0.515,86.18,161.31,41.66,-33.47,4.24,8.76,0.67,0.077,0.175,0.736,0.571,
496,20,2013,14.887,10.13,6.234,15.443,6.33,21.28,14.7,420.14,4.19,5.75,7.23,4.97,33.402,22.789,14.539,39.861,-0.431,0.453,0.41,0.185,0.587,14.322,3.46,0.429,0.487,80.94,140.24,26.45,-32.85,4.51,13.8,0.67,0.048,0.244,1.073,1.018,
497,20,2014,18.298,11.02,7.786,18.298,7.786,21.52,15.29,20.59,12.69,6.81,7.24,4.82,31.423,22.289,16.827,42.133,1.11,0.416,0.441,0.183,0.555,14.539,-1.65,0.463,0.448,59.26,94.52,10.56,-24.7,6.16,34.57,0.69,0.02,0.286,1.281,0.963,
498,20,2015,13.209,8.05,5.856,13.21,5.856,14.19,10.12,-9.09,-85.39,5.07,6.12,5.12,25.107,15.839,13.078,35.89,-0.982,0.435,0.445,0.194,0.551,11.242,0.79,0.448,0.574,53.14,80.45,11.71,-15.6,6.87,31.16,0.75,0.024,0.325,2.054,1.031,
499,20,2016,-9.66,-6.66,-4.138,-9.66,-4.138,-8.23,-6.04,-111.86,68.46,-3.14,7.01,5.91,3.413,-17.038,-14.978,11.084,-8.382,0.626,0.408,0.255,0.589,0.943,1.06,0.276,,69.89,82.82,15.69,2.76,5.22,23.26,0.97,0.042,0.34,0.0,1.327,
500,20,2017,-9.674,-5.47,-3.861,-9.674,-3.861,-6.19,-4.51,-979.59,-3.55,-3.06,8.86,6.4,-4.246,-17.431,-15.258,21.956,-1.967,0.78,0.39,0.304,0.608,-1.074,0.55,0.253,,61.07,63.44,15.83,13.46,5.98,23.06,1.04,0.045,0.206,0.0,1.106,
501,20,2018,-2.607,-1.24,-1.048,-2.608,-1.048,-2.22,-1.57,167.99,-19.15,1.04,8.9,6.22,15.887,8.431,-2.938,19.549,8.541,0.644,0.417,0.269,0.58,5.669,1.11,0.357,0.711,48.49,57.27,15.49,6.71,7.53,23.56,0.84,0.036,0.158,1.871,0.649,
502,20,2019,20.008,9.01,8.73,20.008,8.73,24.21,17.48,3.41,-156.17,9.81,8.73,6.28,30.079,25.087,17.182,46.728,16.981,0.469,0.456,0.214,0.542,15.284,0.87,0.508,0.233,42.03,56.8,14.81,0.04,8.68,24.64,0.7,0.028,0.185,0.739,0.522,
503,20,2020,21.485,10.64,10.234,21.485,10.234,24.16,16.86,-343.2,17.3,9.61,6.73,7.39,28.596,21.682,22.075,51.334,13.719,0.426,0.496,0.211,0.503,13.258,-5.02,0.464,0.27,41.85,55.68,15.96,2.13,8.72,22.88,0.71,0.031,0.204,0.94,0.598,
504,20,2021,-8.333,-5.83,-4.058,-8.333,-4.058,-5.07,-3.45,-71.3,716.05,-2.87,10.43,6.99,4.477,-9.583,-14.379,18.308,0.463,0.515,0.477,0.245,0.523,1.263,1.16,0.282,,59.8,59.99,20.63,20.44,6.1,17.7,0.96,0.054,0.251,0.0,0.982,
505,20,2022,21.471,10.37,10.542,21.471,10.542,26.41,20.37,90.13,85.07,11.95,11.33,6.38,32.225,26.34,17.629,45.924,25.469,0.439,0.501,0.22,0.499,19.269,0.45,0.598,0.345,37.53,45.38,12.99,5.14,9.73,28.11,0.68,0.024,0.116,0.441,0.313,
506,20,2023,39.996,13.29,20.25,39.996,20.25,45.13,36.69,45.68,-2673.89,22.06,11.57,5.77,38.236,32.438,23.798,46.866,23.129,0.347,0.512,0.177,0.488,32.536,1.25,0.851,0.26,31.99,42.12,9.14,-0.99,11.41,39.95,0.62,0.015,0.129,0.399,0.359,
507,21,1994,-6.457,-3.18,-2.756,-6.457,-2.756,18.77,14.88,-33.14,54.79,6.87,5.74,0.0,11.901,2.38,-0.682,3.252,-1.376,0.565,0.398,0.225,0.594,48.089,-0.25,4.041,0.0,0.0,24.46,28.33,3.87,0.0,12.88,0.88,0.068,0.029,1.21,1.915,
508,21,1995,8.322,3.87,3.085,8.322,3.085,5.32,4.67,-14.33,174.15,2.27,6.79,0.0,10.176,0.695,0.747,1.488,-1.409,0.773,0.345,0.267,0.644,42.017,3.38,4.129,0.0,0.0,26.17,30.44,4.27,0.0,11.99,0.9,0.075,0.03,4.262,1.906,
509,21,1996,15.04,6.84,5.322,15.04,5.322,18.1,16.68,5.06,48.85,8.44,5.4,0.0,12.178,2.508,1.272,3.334,-0.411,0.725,0.362,0.262,0.623,50.973,0.27,4.186,0.0,0.0,26.06,31.04,4.98,0.0,11.76,0.88,0.075,0.026,1.033,1.189,
510,21,1997,14.706,4.71,6.011,14.706,6.011,19.22,17.46,0.55,19.95,9.2,9.88,0.0,12.534,2.655,1.427,3.486,0.168,0.382,0.451,0.172,0.533,52.785,1.16,4.211,0.0,0.0,24.94,30.4,5.46,0.0,12.01,0.87,0.073,0.025,0.953,0.938,
511,21,1998,16.923,4.91,7.836,16.923,7.836,24.04,20.79,51.61,34.77,11.48,10.56,0.0,12.717,3.244,1.895,4.053,0.683,0.314,0.474,0.149,0.509,52.598,1.06,4.136,0.0,0.0,25.84,30.99,5.15,0.0,11.78,0.87,0.074,0.024,0.726,0.775,
512,21,1999,12.228,2.61,5.773,12.228,5.773,23.56,19.77,14.17,5.15,10.94,13.11,0.0,12.786,3.133,1.447,3.951,0.557,0.26,0.471,0.122,0.513,51.008,-1.59,3.989,0.0,2.24,26.81,31.41,6.84,162.85,11.62,0.87,0.075,0.029,0.916,0.837,
513,21,2000,16.248,4.48,7.825,16.248,7.825,23.74,21.03,15.84,8.66,10.81,13.07,0.0,12.736,3.226,1.963,4.016,-0.491,0.189,0.491,0.093,0.496,50.766,2.68,3.986,0.0,1.95,26.72,30.56,5.79,187.56,11.94,0.87,0.073,0.038,1.184,1.148,
514,21,2001,13.199,3.85,6.431,13.199,6.431,18.62,17.71,10.61,-4.64,8.93,10.87,0.0,12.067,2.852,1.73,3.718,-1.193,0.216,0.484,0.104,0.505,44.851,1.02,3.717,0.0,2.62,29.37,31.19,4.44,139.43,11.7,0.88,0.075,0.042,1.459,1.402,
515,21,2002,13.236,4.96,6.449,13.236,6.449,18.32,17.21,7.79,11.88,9.43,8.43,0.0,12.33,2.919,1.806,3.801,-0.053,0.231,0.49,0.113,0.5,44.029,1.05,3.571,0.0,3.76,30.14,31.5,5.12,96.95,11.59,0.88,0.076,0.027,0.918,1.02,
516,21,2003,11.772,5.23,5.812,11.772,5.812,17.16,15.07,10.38,3.91,8.88,8.09,0.0,12.481,2.719,1.695,3.638,1.637,0.204,0.497,0.101,0.494,42.803,1.52,3.429,0.0,4.42,29.48,31.69,6.63,82.54,11.52,0.88,0.076,0.019,0.701,0.538,
517,21,2004,12.446,4.98,6.24,12.446,6.24,19.54,16.2,6.8,18.03,9.87,8.18,0.0,12.509,2.88,1.834,3.796,2.891,0.173,0.505,0.088,0.491,42.553,1.06,3.402,0.108,3.38,29.19,30.28,4.47,107.96,12.06,0.87,0.073,0.015,0.509,0.337,
518,21,2005,12.881,5.58,6.695,12.881,6.695,19.86,15.84,11.37,36.84,10.8,9.01,0.0,12.474,2.815,2.008,3.725,1.474,0.087,0.533,0.046,0.464,41.598,2.35,3.335,0.195,2.98,30.81,30.16,2.33,122.53,12.1,0.88,0.072,0.019,0.668,0.561,
519,21,2006,12.241,5.16,6.459,12.241,6.459,19.95,16.66,9.82,0.31,9.89,10.79,0.0,12.312,2.712,1.834,3.568,1.022,0.062,0.523,0.032,0.474,43.359,0.58,3.522,0.212,3.32,30.47,29.7,2.55,109.91,12.29,0.88,0.071,0.02,0.743,0.664,
520,21,2007,12.189,3.89,5.837,12.189,5.837,17.79,15.54,9.67,-0.77,8.73,7.72,0.0,12.345,2.498,1.681,3.377,1.073,0.258,0.44,0.113,0.557,42.858,-2.21,3.472,0.23,3.76,31.38,30.55,2.93,97.03,11.95,0.88,0.073,0.022,0.861,0.667,
521,21,2008,14.403,4.56,6.369,14.403,6.369,21.27,18.52,11.15,24.43,9.94,6.39,4.51,12.389,2.717,1.77,3.817,0.837,0.255,0.444,0.113,0.552,44.578,0.7,3.598,0.211,3.8,29.74,28.51,2.57,96.0,12.8,0.88,0.068,0.022,0.812,0.725,
522,21,2009,11.303,5.09,5.091,11.345,5.1,17.27,14.98,3.17,-35.9,8.4,7.6,4.72,12.723,2.488,1.521,3.589,1.179,0.222,0.456,0.101,0.54,42.601,1.1,3.348,0.275,3.82,31.25,30.58,3.15,95.49,11.94,0.87,0.073,0.018,0.703,0.598,
523,21,2010,12.497,5.53,5.691,12.583,5.708,19.49,16.37,6.28,37.48,9.61,6.55,5.05,12.767,2.665,1.672,3.798,2.213,0.2,0.455,0.091,0.541,43.46,1.01,3.404,0.266,0.0,30.59,29.64,-0.95,0.0,12.31,0.87,0.071,0.014,0.508,0.379,
524,21,2011,12.807,4.51,5.781,12.847,5.79,21.05,17.56,8.97,16.11,10.56,6.65,5.37,12.569,2.743,1.644,3.772,2.146,0.179,0.448,0.08,0.53,44.195,0.84,3.516,0.271,0.0,29.32,28.82,-0.5,0.0,12.67,0.87,0.069,0.015,0.529,0.403,
525,21,2012,14.029,4.1,6.341,14.068,6.349,22.54,19.34,8.67,-183.62,11.26,4.4,5.38,12.421,2.783,1.724,3.803,1.591,0.112,0.455,0.051,0.539,45.691,1.23,3.678,0.269,0.0,29.11,28.87,-0.24,0.0,12.64,0.88,0.069,0.015,0.536,0.484,
526,21,2013,17.582,3.9,7.102,17.632,7.11,23.47,19.75,16.93,29.19,12.8,5.63,3.1,12.56,2.903,1.939,3.895,1.288,0.461,0.358,0.165,0.636,46.002,1.89,3.663,0.256,0.0,30.12,29.75,-0.37,0.0,12.27,0.87,0.071,0.02,0.682,0.606,
527,21,2014,17.79,4.13,6.502,17.791,6.502,23.06,18.58,12.23,3.53,12.23,4.47,2.24,12.591,2.859,1.827,3.852,1.768,0.414,0.373,0.154,0.621,44.804,0.09,3.559,0.288,0.0,30.33,30.31,-0.02,0.0,12.04,0.87,0.073,0.018,0.619,0.5,
528,21,2015,20.742,3.59,7.199,20.742,7.199,24.66,21.25,12.92,14.38,12.83,6.62,2.21,13.024,3.119,2.046,4.178,1.628,0.578,0.322,0.186,0.672,45.832,1.23,3.519,0.285,0.0,31.6,31.36,-0.24,0.0,11.64,0.87,0.075,0.021,0.66,0.558,
529,21,2016,20.708,3.53,7.102,20.709,7.102,23.13,22.03,8.39,-0.48,11.37,6.2,2.35,13.324,3.093,1.98,4.218,0.542,0.427,0.364,0.156,0.628,47.803,-1.16,3.588,0.321,3.85,29.48,31.71,6.08,94.82,11.51,0.87,0.075,0.022,0.721,0.805,
