enterprise_id,years,roe_%,roe_%_adjusted_to_book_value,roa_%,return-on-tangible-equity,return-on-tangible-asset,roc_(joel_greenblatt)_%,roce_%,5-year_rore_%,1-year_roiic_%,roic_%,wacc_%,effective_interest_rate_on_debt_%,gross_margin_%,operating_margin_%,net_margin_%,ebitda_margin_%,fcf_margin_%,debt-to-equity,equity-to-asset,debt-to-asset,liabilities-to-assets,gross-profit-to-asset_%,degree_of_financial_leverage,asset_turnover,dividend_payout_ratio,days_sales_outstanding,days_payable,days_inventory,cash_conversion_cycle,receivables_turnover,inventory_turnover,cogs-to-revenue,inventory-to-revenue,capex-to-revenue,capex-to-operating-income,capex-to-operating-cash-flow
41,2014,27.697,4.78,9.154,56.586,11.012,20.77,15.84,12.58,4.37,11.07,6.2,2.25,43.447,22.013,14.717,31.346,7.522,1.333,0.326,0.435,0.639,27.023,0.64,0.622,0.405,54.76,50.04,26.57,31.29,6.67,13.74,0.57,0.041,0.169,0.77,0.692
41,2015,27.698,4.16,8.465,71.81,10.421,20.17,14.96,12.25,-3.48,10.65,5.5,2.36,43.274,22.301,13.803,30.783,9.761,1.641,0.284,0.467,0.687,26.539,2.77,0.613,0.415,52.95,46.79,27.71,33.87,6.89,13.17,0.57,0.043,0.138,0.617,0.585
41,2016,30.903,4.65,8.123,113.168,10.042,18.87,13.77,-0.56,13.03,10.13,6.61,1.74,44.692,22.875,14.356,31.802,10.709,2.103,0.24,0.504,0.732,25.289,0.6,0.566,0.493,56.68,50.68,33.13,39.13,6.44,11.02,0.55,0.05,0.143,0.625,0.572
41,2017,31.881,4.79,7.968,139.147,9.869,18.81,13.45,-2.65,-12.02,9.95,7.45,2.03,44.418,22.024,14.24,31.897,12.569,1.895,0.26,0.492,0.718,24.855,0.73,0.56,0.547,56.15,52.9,33.69,36.94,6.5,10.83,0.56,0.051,0.139,0.631,0.525
41,2018,22.593,3.07,6.271,75.098,7.782,20.43,14.65,-12.4,-23.97,7.63,8.04,2.18,43.811,21.941,10.979,32.338,15.232,1.496,0.294,0.44,0.681,25.025,-1.54,0.571,0.538,55.5,52.27,33.29,36.52,6.58,10.97,0.56,0.051,0.115,0.526,0.431
41,2019,15.208,9.22,7.698,83.456,13.135,24.02,10.97,39.12,0.53,3.7,5.68,2.49,39.202,15.125,29.53,48.409,12.261,0.296,0.553,0.164,0.389,10.219,1.77,0.261,0.52,76.56,83.78,45.83,38.61,4.77,7.96,0.61,0.076,0.127,0.839,0.509
41,2020,4.54,1.96,2.539,31.699,4.875,10.2,4.1,-7.07,-165.18,2.91,4.4,1.63,41.037,11.577,8.095,27.802,8.878,0.304,0.567,0.172,0.404,12.871,1.63,0.314,0.477,56.45,71.11,36.71,22.05,6.47,9.94,0.59,0.059,0.13,1.127,0.595
41,2021,5.189,1.78,2.861,56.52,5.73,12.15,4.89,-3.46,23.88,3.49,5.02,1.59,43.534,14.275,9.18,30.338,14.789,0.364,0.536,0.195,0.438,13.567,0.74,0.312,0.468,56.87,75.47,40.65,22.05,6.42,8.98,0.56,0.063,0.125,0.874,0.458
41,2022,8.376,2.09,4.506,124.89,9.044,18.55,7.4,19.21,-18.07,4.87,6.68,1.05,43.029,17.157,12.425,32.163,21.56,0.346,0.54,0.186,0.443,15.603,1.24,0.363,0.397,51.36,68.64,36.02,18.74,7.11,10.13,0.57,0.056,0.1,0.584,0.317
41,2023,9.866,2.46,5.143,166.346,10.092,22.39,8.78,-26.97,-34.82,6.15,9.11,1.26,41.704,19.362,12.43,29.859,17.057,0.469,0.502,0.236,0.48,17.256,1.37,0.414,0.381,49.55,60.97,34.82,23.4,7.37,10.48,0.58,0.056,0.095,0.491,0.358
